PricingDate,Product,Customer,Channel,Territory,ContractQuantity,InvoicePrice,InvoiceAmount,NetPrice,NetAmount,Discount,isDiscount,nContractQuantity,nInvoicePrice
11-SEP-12,Product_94,Customer_806,Channel_4,Territory_21,10,70,700,70,700,0,FALSE,-0.0986176251432948,0.271734517845586
03-SEP-12,Product_130,Customer_977,Channel_4,Territory_52,12,107,1284,89.17,1070.04,0.166635514018692,TRUE,0.0246135273378611,0.652672448152333
14-DEC-12,Product_23,Customer_1778,Channel_7,Territory_32,40,17.05,682,17.05,682,0,FALSE,0.838378826636654,-0.996173103414552
09-AUG-12,Product_98,Customer_174,Channel_7,Territory_29,1,42.25,42.25,42.25,42.25,0,FALSE,-1.65493504413209,-0.181522291038506
24-JUL-12,Product_126,Customer_437,Channel_7,Territory_66,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
30-OCT-12,Product_53,Customer_1678,Channel_8,Territory_5,20,67,1340,67,1340,0,FALSE,0.36988060074668,0.2324114929523
12-OCT-12,Product_94,Customer_1829,Channel_8,Territory_50,2,70,140,70,140,0,FALSE,-1.18643681824211,0.271734517845586
29-OCT-12,Product_100,Customer_378,Channel_7,Territory_35,16,64.5,1032,40.31,644.96,0.375038759689922,TRUE,0.219057859427811,0.198273075372961
27-SEP-12,Product_135,Customer_131,Channel_7,Territory_32,3,9.3,27.9,9.3,27.9,0,FALSE,-0.912382924442088,-1.54032073307571
21-DEC-12,Product_104,Customer_1584,Channel_4,Territory_72,2,15,30,15,30,0,FALSE,-1.18643681824211,-1.11117260085169
22-OCT-12,Product_92,Customer_367,Channel_7,Territory_92,26,24.5,637,18.85,490.1,0.230612244897959,TRUE,0.547212624719787,-0.670724609707885
19-NOV-12,Product_59,Customer_605,Channel_8,Territory_70,72,8.6,619.2,8.6,619.2,0,FALSE,1.23566387291784,-1.61057025011128
06-SEP-12,Product_2,Customer_707,Channel_7,Territory_38,30,35.2,1056,23.47,704.1,0.333238636363636,TRUE,0.643934494546704,-0.345410729838711
09-NOV-12,Product_27,Customer_1726,Channel_8,Territory_111,50,51.7,2585,51.7,2585,0,FALSE,0.989201567955523,-0.00031196889443718
07-SEP-12,Product_51,Customer_596,Channel_8,Territory_45,20,36.4,728,36.4,728,0,FALSE,0.36988060074668,-0.315316329697287
04-SEP-12,Product_135,Customer_1747,Channel_7,Territory_28,5,13,65,13,65,0,FALSE,-0.56711585103327,-1.23963883632387
16-JUL-12,Product_27,Customer_1723,Channel_11,Territory_92,20,51.7,1034,51.7,1034,0,FALSE,0.36988060074668,-0.00031196889443718
02-AUG-12,Product_106,Customer_1594,Channel_4,Territory_34,200,50,10000,25,5000,0.5,TRUE,1.92619801973547,-0.0303274440543159
17-AUG-12,Product_35,Customer_665,Channel_7,Territory_31,26,18.2,473.2,14,364,0.230769230769231,TRUE,0.547212624719787,-0.937576874423973
07-AUG-12,Product_19,Customer_596,Channel_8,Territory_45,2,87,174,87,174,0,FALSE,-1.18643681824211,0.466913058307474
13-DEC-12,Product_80,Customer_148,Channel_7,Territory_26,3,146.9,440.7,146.9,440.7,0,FALSE,-0.912382924442088,0.937184654094593
05-SEP-12,Product_106,Customer_894,Channel_4,Territory_67,48,50,2400,31.25,1500,0.375,TRUE,0.961609979117811,-0.0303274440543159
04-SEP-12,Product_130,Customer_707,Channel_7,Territory_38,65,107,6955,82.31,5350.15,0.230747663551402,TRUE,1.16653359192863,0.652672448152333
20-DEC-12,Product_52,Customer_1539,Channel_7,Territory_32,1,40,40,40,40,0,FALSE,-1.65493504413209,-0.23065059574175
09-JUL-12,Product_17,Customer_596,Channel_8,Territory_45,4,294,1176,294,1176,0,FALSE,-0.717938592352138,1.5600561088156
09-JUL-12,Product_126,Customer_898,Channel_4,Territory_41,1,239,239,239,239,0,FALSE,-1.65493504413209,1.37412121268448
10-JUL-12,Product_63,Customer_1463,Channel_7,Territory_15,5,50,250,50,250,0,FALSE,-0.56711585103327,-0.0303274440543159
05-DEC-12,Product_126,Customer_1286,Channel_4,Territory_41,2,239,478,239,478,0,FALSE,-1.18643681824211,1.37412121268448
20-NOV-12,Product_130,Customer_414,Channel_7,Territory_28,60,107,6420,89.17,5350.2,0.166635514018692,TRUE,1.11243272043668,0.652672448152333
05-JUL-12,Product_135,Customer_1704,Channel_7,Territory_29,40,13,520,13,520,0,FALSE,0.838378826636654,-1.23963883632387
10-OCT-12,Product_52,Customer_1726,Channel_8,Territory_111,5,50,250,50,250,0,FALSE,-0.56711585103327,-0.0303274440543159
26-SEP-12,Product_11,Customer_1531,Channel_8,Territory_50,20,19,380,19,380,0,FALSE,0.36988060074668,-0.898958782587732
08-AUG-12,Product_27,Customer_551,Channel_11,Territory_25,10,51.7,517,51.7,517,0,FALSE,-0.0986176251432948,-0.00031196889443718
07-DEC-12,Product_92,Customer_1346,Channel_7,Territory_33,13,24.5,318.5,18.85,245.05,0.230612244897959,TRUE,0.078714398829812,-0.670724609707885
14-NOV-12,Product_36,Customer_1623,Channel_8,Territory_111,5,50,250,50,250,0,FALSE,-0.56711585103327,-0.0303274440543159
26-DEC-12,Product_58,Customer_497,Channel_7,Territory_38,2,59.5,119,59.5,119,0,FALSE,-1.18643681824211,0.125836041397931
09-OCT-12,Product_47,Customer_1752,Channel_7,Territory_29,1,114.8,114.8,114.8,114.8,0,FALSE,-1.65493504413209,0.71583926435917
25-JUL-12,Product_94,Customer_679,Channel_4,Territory_91,30,70,2100,70,2100,0,FALSE,0.643934494546704,0.271734517845586
03-NOV-12,Product_59,Customer_1461,Channel_4,Territory_16,14,12.5,175,8.93,125.02,0.2856,TRUE,0.128803982185363,-1.27484853350769
02-OCT-12,Product_130,Customer_1138,Channel_4,Territory_14,6,107,642,89.17,535.02,0.166635514018692,TRUE,-0.443884698552114,0.652672448152333
04-DEC-12,Product_102,Customer_1107,Channel_4,Territory_88,380,10.3,3914,6.78,2576.4,0.341747572815534,TRUE,2.36002710450421,-1.4486357965698
04-DEC-12,Product_135,Customer_1721,Channel_7,Territory_28,30,13,390,13,390,0,FALSE,0.643934494546704,-1.23963883632387
24-AUG-12,Product_90,Customer_417,Channel_7,Territory_29,1,53.34,53.34,53.34,53.34,0,FALSE,-1.65493504413209,0.0277230741538086
03-JUL-12,Product_100,Customer_168,Channel_11,Territory_27,34,64.5,2193,37.94,1289.96,0.411782945736434,TRUE,0.728532271274866,0.198273075372961
07-DEC-12,Product_16,Customer_1726,Channel_8,Territory_111,80,41.7,3336,41.7,3336,0,FALSE,1.30687705252663,-0.193285478069881
05-JUL-12,Product_135,Customer_407,Channel_7,Territory_31,40,13,520,13,520,0,FALSE,0.838378826636654,-1.23963883632387
11-OCT-12,Product_44,Customer_609,Channel_6,Territory_30,50,370,18500,370,18500,0,FALSE,0.989201567955523,1.76646560382942
12-SEP-12,Product_42,Customer_1468,Channel_8,Territory_12,5,82,410,82,410,0,FALSE,-0.56711585103327,0.413777302459269
10-AUG-12,Product_31,Customer_1396,Channel_4,Territory_10,34,108.5,3689,63.82,2169.88,0.411797235023041,TRUE,0.728532271274866,0.665170082035682
13-AUG-12,Product_66,Customer_715,Channel_7,Territory_2,6,6.51,39.06,6.51,39.06,0,FALSE,-0.443884698552114,-1.8605193159025
07-SEP-12,Product_7,Customer_1147,Channel_4,Territory_67,72,25,1800,12.5,900,0.5,TRUE,1.23566387291784,-0.652587988781002
23-OCT-12,Product_60,Customer_175,Channel_8,Territory_105,6,1250,7500,1250,7500,0,FALSE,-0.443884698552114,2.8593610382273
12-SEP-12,Product_94,Customer_1171,Channel_4,Territory_27,30,70,2100,70,2100,0,FALSE,0.643934494546704,0.271734517845586
28-AUG-12,Product_35,Customer_1266,Channel_4,Territory_54,2,18.2,36.4,18.2,36.4,0,FALSE,-1.18643681824211,-0.937576874423973
15-AUG-12,Product_50,Customer_1354,Channel_7,Territory_33,12,62.6,751.2,62.6,751.2,0,FALSE,0.0246135273378611,0.171430931283363
20-NOV-12,Product_98,Customer_202,Channel_7,Territory_35,6,42.25,253.5,42.25,253.5,0,FALSE,-0.443884698552114,-0.181522291038506
10-JUL-12,Product_92,Customer_1614,Channel_7,Territory_38,52,24.5,1274,18.85,980.2,0.230612244897959,TRUE,1.01571085060976,-0.670724609707885
13-JUL-12,Product_93,Customer_1726,Channel_8,Territory_111,3,46,138,46,138,0,FALSE,-0.912382924442088,-0.105181799454978
04-SEP-12,Product_62,Customer_1596,Channel_7,Territory_2,10,10,100,10,100,0,FALSE,-0.0986176251432948,-1.47517168519512
01-AUG-12,Product_115,Customer_1841,Channel_4,Territory_72,80,16.5,1320,8.25,660,0.5,TRUE,1.30687705252663,-1.02560958326122
11-OCT-12,Product_8,Customer_736,Channel_8,Territory_45,2,12.1,24.2,12.1,24.2,0,FALSE,-1.18643681824211,-1.30404565001418
02-AUG-12,Product_63,Customer_1726,Channel_8,Territory_107,3,46.43,139.29,46.43,139.29,0,FALSE,-0.912382924442088,-0.0968289349786298
15-AUG-12,Product_20,Customer_1615,Channel_8,Territory_50,10,45,450,45,450,0,FALSE,-0.0986176251432948,-0.124912971781574
20-NOV-12,Product_135,Customer_221,Channel_7,Territory_35,6,13,78,13,78,0,FALSE,-0.443884698552114,-1.23963883632387
03-JUL-12,Product_90,Customer_831,Channel_4,Territory_16,1,41,41,41,41,0,FALSE,-1.65493504413209,-0.208483242267417
16-AUG-12,Product_20,Customer_1011,Channel_4,Territory_21,30,75,2250,50,1500,0.333333333333333,TRUE,0.643934494546704,0.333671640289115
19-SEP-12,Product_59,Customer_1849,Channel_7,Territory_15,6,8.62,51.72,8.62,51.72,0,FALSE,-0.443884698552114,-1.60848492466254
22-AUG-12,Product_19,Customer_583,Channel_8,Territory_50,10,87,870,87,870,0,FALSE,-0.0986176251432948,0.466913058307474
06-NOV-12,Product_115,Customer_1011,Channel_4,Territory_21,75,15,1125,10,750,0.333333333333333,TRUE,1.26325546175555,-1.11117260085169
27-DEC-12,Product_86,Customer_723,Channel_8,Territory_50,6,22,132,22,132,0,FALSE,-0.443884698552114,-0.767348122877963
22-NOV-12,Product_123,Customer_291,Channel_4,Territory_25,15,40,600,40,600,0,FALSE,0.17543626865673,-0.23065059574175
23-JUL-12,Product_42,Customer_1752,Channel_7,Territory_29,1,82,82,82,82,0,FALSE,-1.65493504413209,0.413777302459269
06-DEC-12,Product_130,Customer_1668,Channel_8,Territory_90,320,82,26240,76.88,24601.6,0.062439024390244,TRUE,2.24387350430658,0.413777302459269
05-SEP-12,Product_31,Customer_737,Channel_7,Territory_33,37,108.5,4014.5,58.65,2170.05,0.459447004608295,TRUE,0.785684615521633,0.665170082035682
01-NOV-12,Product_70,Customer_476,Channel_7,Territory_19,1,92,92,92,92,0,FALSE,-1.65493504413209,0.517078745271708
05-DEC-12,Product_54,Customer_389,Channel_7,Territory_38,15,13,195,8.67,130.05,0.333076923076923,TRUE,0.17543626865673,-1.23963883632387
03-SEP-12,Product_43,Customer_556,Channel_7,Territory_97,20,86.8,1736,86.8,1736,0,FALSE,0.36988060074668,0.464846930348248
11-DEC-12,Product_10,Customer_596,Channel_8,Territory_45,20,51,1020,51,1020,0,FALSE,0.36988060074668,-0.0125499878459736
15-AUG-12,Product_131,Customer_1726,Channel_8,Territory_110,8,2350,18800,1175,9400,0.5,TRUE,-0.249440366462164,3.42607404052339
13-JUL-12,Product_9,Customer_220,Channel_7,Territory_33,6,6.51,39.06,6.51,39.06,0,FALSE,-0.443884698552114,-1.8605193159025
10-JUL-12,Product_35,Customer_709,Channel_8,Territory_5,10,13.5,135,13.5,135,0,FALSE,-0.0986176251432948,-1.20575812857895
29-AUG-12,Product_133,Customer_244,Channel_7,Territory_15,12,17.29,207.48,17.29,207.48,0,FALSE,0.0246135273378611,-0.983624516543269
03-DEC-12,Product_17,Customer_495,Channel_7,Territory_38,1,323.4,323.4,323.4,323.4,0,FALSE,-1.65493504413209,1.64561912640608
16-NOV-12,Product_135,Customer_1092,Channel_4,Territory_11,30,13,390,13,390,0,FALSE,0.643934494546704,-1.23963883632387
10-JUL-12,Product_121,Customer_344,Channel_9,Territory_25,30,24,720,16,480,0.333333333333333,TRUE,0.643934494546704,-0.689235207812439
10-OCT-12,Product_76,Customer_51,Channel_11,Territory_92,16,64.5,1032,40.31,644.96,0.375038759689922,TRUE,0.219057859427811,0.198273075372961
12-NOV-12,Product_52,Customer_793,Channel_7,Territory_29,1,40,40,40,40,0,FALSE,-1.65493504413209,-0.23065059574175
06-JUL-12,Product_85,Customer_1530,Channel_11,Territory_40,12,60,720,50,600,0.166666666666667,TRUE,0.0246135273378611,0.133348488601681
14-AUG-12,Product_130,Customer_626,Channel_10,Territory_30,42,82,3444,78.1,3280.2,0.0475609756097562,TRUE,0.871356101875362,0.413777302459269
13-JUL-12,Product_42,Customer_1726,Channel_8,Territory_111,10,82,820,82,820,0,FALSE,-0.0986176251432948,0.413777302459269
15-AUG-12,Product_52,Customer_321,Channel_7,Territory_32,4,40,160,40,160,0,FALSE,-0.717938592352138,-0.23065059574175
04-OCT-12,Product_104,Customer_68,Channel_11,Territory_92,25,15,375,15,375,0,FALSE,0.520703342065548,-1.11117260085169
09-AUG-12,Product_110,Customer_1853,Channel_7,Territory_105,8,1050,8400,1050,8400,0,FALSE,-0.249440366462164,2.70283838805651
10-DEC-12,Product_94,Customer_1077,Channel_4,Territory_88,10,70,700,70,700,0,FALSE,-0.0986176251432948,0.271734517845586
24-JUL-12,Product_73,Customer_512,Channel_7,Territory_19,6,18.13,108.78,18.13,108.78,0,FALSE,-0.443884698552114,-0.941036347691646
10-OCT-12,Product_59,Customer_1088,Channel_11,Territory_10,145,12.5,1812.5,8.62,1249.9,0.3104,TRUE,1.70883962659121,-1.27484853350769
24-DEC-12,Product_126,Customer_948,Channel_4,Territory_58,30,239,7170,239,7170,0,FALSE,0.643934494546704,1.37412121268448
18-OCT-12,Product_126,Customer_388,Channel_7,Territory_58,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
01-AUG-12,Product_94,Customer_551,Channel_11,Territory_25,40,70,2800,70,2800,0,FALSE,0.838378826636654,0.271734517845586
25-OCT-12,Product_49,Customer_478,Channel_7,Territory_38,2,62.5,125,62.5,125,0,FALSE,-1.18643681824211,0.169995707633119
03-SEP-12,Product_107,Customer_1334,Channel_10,Territory_108,10,340,3400,340,3400,0,FALSE,-0.0986176251432948,1.69055571367809
05-DEC-12,Product_76,Customer_1036,Channel_4,Territory_103,36,64.5,2322,35.83,1289.88,0.444496124031008,TRUE,0.76716564702786,0.198273075372961
10-AUG-12,Product_19,Customer_1531,Channel_8,Territory_50,4,87,348,87,348,0,FALSE,-0.717938592352138,0.466913058307474
26-JUL-12,Product_94,Customer_1167,Channel_4,Territory_11,5,70,350,70,350,0,FALSE,-0.56711585103327,0.271734517845586
30-OCT-12,Product_79,Customer_603,Channel_6,Territory_60,500,84.5,42250,84.5,42250,0,FALSE,2.54551898694432,0.44073825368818
05-SEP-12,Product_106,Customer_1378,Channel_4,Territory_54,12,50,600,25,300,0.5,TRUE,0.0246135273378611,-0.0303274440543159
15-AUG-12,Product_66,Customer_485,Channel_7,Territory_19,6,6.51,39.06,6.51,39.06,0,FALSE,-0.443884698552114,-1.8605193159025
05-OCT-12,Product_4,Customer_381,Channel_7,Territory_2,6,6.93,41.58,6.93,41.58,0,FALSE,-0.443884698552114,-1.80439277815869
05-SEP-12,Product_38,Customer_614,Channel_6,Territory_43,16,130.3,2084.8,130.3,2084.8,0,FALSE,0.219057859427811,0.829535252500596
23-JUL-12,Product_34,Customer_363,Channel_7,Territory_26,11,94.1,1035.1,85.55,941.05,0.0908607863974495,TRUE,-0.0341974682128303,0.53734008486229
15-DEC-12,Product_135,Customer_506,Channel_7,Territory_29,9,13,117,13,117,0,FALSE,-0.169830804752089,-1.23963883632387
05-OCT-12,Product_59,Customer_1829,Channel_8,Territory_50,12,8.6,103.2,8.6,103.2,0,FALSE,0.0246135273378611,-1.61057025011128
04-JUL-12,Product_123,Customer_1671,Channel_8,Territory_12,6,50,300,50,300,0,FALSE,-0.443884698552114,-0.0303274440543159
10-AUG-12,Product_33,Customer_1678,Channel_8,Territory_5,30,40,1200,40,1200,0,FALSE,0.643934494546704,-0.23065059574175
17-OCT-12,Product_71,Customer_707,Channel_7,Territory_38,29,119.5,3465.5,82.41,2389.89,0.310376569037657,TRUE,0.621020433492394,0.751860667957793
26-SEP-12,Product_6,Customer_1803,Channel_8,Territory_45,5,49.7,248.5,49.7,248.5,0,FALSE,-0.56711585103327,-0.0357300613750475
03-DEC-12,Product_32,Customer_556,Channel_7,Territory_97,20,108.5,2170,108.5,2170,0,FALSE,0.36988060074668,0.665170082035682
09-JUL-12,Product_50,Customer_616,Channel_8,Territory_45,10,62.6,626,62.6,626,0,FALSE,-0.0986176251432948,0.171430931283363
12-DEC-12,Product_63,Customer_1671,Channel_8,Territory_12,1,46.43,46.43,46.43,46.43,0,FALSE,-1.65493504413209,-0.0968289349786298
09-JUL-12,Product_83,Customer_499,Channel_7,Territory_28,62,19,1178,12.26,760.12,0.354736842105263,TRUE,1.1345953638848,-0.898958782587732
08-NOV-12,Product_85,Customer_984,Channel_4,Territory_103,10,60,600,60,600,0,FALSE,-0.0986176251432948,0.133348488601681
03-AUG-12,Product_103,Customer_736,Channel_8,Territory_45,1,750,750,750,750,0,FALSE,-1.65493504413209,2.40077642615661
03-SEP-12,Product_60,Customer_1619,Channel_11,Territory_100,7,1072,7504,1072,7504,0,FALSE,-0.339694243704612,2.72145367185904
01-NOV-12,Product_124,Customer_1778,Channel_7,Territory_32,192,18.13,3480.96,18.13,3480.96,0,FALSE,1.89860643089776,-0.941036347691646
12-DEC-12,Product_42,Customer_596,Channel_8,Territory_45,8,82,656,82,656,0,FALSE,-0.249440366462164,0.413777302459269
01-AUG-12,Product_79,Customer_1623,Channel_8,Territory_111,20,91,1820,91,1820,0,FALSE,0.36988060074668,0.507267366716833
19-NOV-12,Product_8,Customer_421,Channel_7,Territory_28,12,13.9,166.8,11.58,138.96,0.166906474820144,TRUE,0.0246135273378611,-1.17954510714
08-AUG-12,Product_118,Customer_1522,Channel_4,Territory_23,6,140,840,93.33,559.98,0.333357142857143,TRUE,-0.443884698552114,0.893995062572271
19-DEC-12,Product_92,Customer_114,Channel_7,Territory_38,26,24.5,637,18.85,490.1,0.230612244897959,TRUE,0.547212624719787,-0.670724609707885
11-JUL-12,Product_113,Customer_596,Channel_8,Territory_45,10,1200,12000,1200,12000,0,FALSE,-0.0986176251432948,2.82271381919586
21-DEC-12,Product_42,Customer_348,Channel_4,Territory_14,1,82,82,82,82,0,FALSE,-1.65493504413209,0.413777302459269
05-NOV-12,Product_42,Customer_243,Channel_10,Territory_30,1,82,82,82,82,0,FALSE,-1.65493504413209,0.413777302459269
06-NOV-12,Product_59,Customer_1421,Channel_7,Territory_15,20,8.62,172.4,8.62,172.4,0,FALSE,0.36988060074668,-1.60848492466254
04-SEP-12,Product_22,Customer_1773,Channel_7,Territory_27,10,1050,10500,1050,10500,0,FALSE,-0.0986176251432948,2.70283838805651
28-DEC-12,Product_130,Customer_550,Channel_7,Territory_32,70,107,7490,76.43,5350.1,0.285700934579439,TRUE,1.21662317528418,0.652672448152333
16-OCT-12,Product_6,Customer_419,Channel_7,Territory_31,6,78,468,65,390,0.166666666666667,TRUE,-0.443884698552114,0.368881337472929
29-NOV-12,Product_97,Customer_1468,Channel_8,Territory_12,2,94.5,189,94.5,189,0,FALSE,-1.18643681824211,0.541148074461759
05-OCT-12,Product_49,Customer_478,Channel_7,Territory_38,3,62.5,187.5,62.5,187.5,0,FALSE,-0.912382924442088,0.169995707633119
02-AUG-12,Product_106,Customer_554,Channel_8,Territory_94,120,50,6000,33.33,3999.6,0.3334,TRUE,1.58093094632665,-0.0303274440543159
03-SEP-12,Product_49,Customer_193,Channel_7,Territory_29,1,62.5,62.5,62.5,62.5,0,FALSE,-1.65493504413209,0.169995707633119
04-DEC-12,Product_98,Customer_357,Channel_4,Territory_54,20,42.25,845,42.25,845,0,FALSE,0.36988060074668,-0.181522291038506
21-SEP-12,Product_52,Customer_1539,Channel_7,Territory_32,1,40,40,40,40,0,FALSE,-1.65493504413209,-0.23065059574175
21-SEP-12,Product_123,Customer_1856,Channel_7,Territory_32,3,35.29,105.87,35.29,105.87,0,FALSE,-0.912382924442088,-0.343118321210961
16-JUL-12,Product_52,Customer_1677,Channel_4,Territory_10,50,40,2000,40,2000,0,FALSE,0.989201567955523,-0.23065059574175
19-OCT-12,Product_52,Customer_180,Channel_7,Territory_28,6,40,240,40,240,0,FALSE,-0.443884698552114,-0.23065059574175
21-SEP-12,Product_43,Customer_547,Channel_7,Territory_19,54,86.8,4687.2,48.22,2603.88,0.444470046082949,TRUE,1.04121954082789,0.464846930348248
14-NOV-12,Product_80,Customer_1848,Channel_7,Territory_19,1,146.9,146.9,146.9,146.9,0,FALSE,-1.65493504413209,0.937184654094593
11-SEP-12,Product_130,Customer_1437,Channel_11,Territory_53,6,107,642,89.17,535.02,0.166635514018692,TRUE,-0.443884698552114,0.652672448152333
06-NOV-12,Product_133,Customer_510,Channel_7,Territory_19,6,17.29,103.74,17.29,103.74,0,FALSE,-0.443884698552114,-0.983624516543269
01-OCT-12,Product_126,Customer_50,Channel_4,Territory_58,10,239,2390,239,2390,0,FALSE,-0.0986176251432948,1.37412121268448
23-NOV-12,Product_101,Customer_435,Channel_7,Territory_35,34,92.9,3158.6,54.65,1858.1,0.411733046286329,TRUE,0.728532271274866,0.525818229996073
07-DEC-12,Product_17,Customer_1726,Channel_8,Territory_111,7,294,2058,294,2058,0,FALSE,-0.339694243704612,1.5600561088156
05-SEP-12,Product_43,Customer_199,Channel_4,Territory_63,16,86.8,1388.8,54.25,868,0.375,TRUE,0.219057859427811,0.464846930348248
02-NOV-12,Product_52,Customer_1308,Channel_4,Territory_67,2,40,80,40,80,0,FALSE,-1.18643681824211,-0.23065059574175
25-OCT-12,Product_80,Customer_580,Channel_8,Territory_90,10,127.7,1277,127.7,1277,0,FALSE,-0.0986176251432948,0.811440812621139
25-OCT-12,Product_44,Customer_1062,Channel_4,Territory_92,1,405,405,405,405,0,FALSE,-1.65493504413209,1.84760628635866
26-JUL-12,Product_133,Customer_1778,Channel_7,Territory_32,40,17.05,682,17.05,682,0,FALSE,0.838378826636654,-0.996173103414552
12-OCT-12,Product_71,Customer_1164,Channel_4,Territory_34,11,119.5,1314.5,108.64,1195.04,0.0908786610878661,TRUE,-0.0341974682128303,0.751860667957793
20-DEC-12,Product_123,Customer_109,Channel_7,Territory_32,1,35.29,35.29,35.29,35.29,0,FALSE,-1.65493504413209,-0.343118321210961
04-JUL-12,Product_101,Customer_1347,Channel_8,Territory_45,20,55,1100,55,1100,0,FALSE,0.36988060074668,0.0552355735361577
